idx,review_id,title_clean,text_clean,rating,sentiment_class,date,year,month,quarter,period,trip_type,reviewer_type,reviewer_name,word_count,like_count,has_images,image_count,image_urls,has_sacred_content,has_ritual,has_actor,has_space,has_spiritual,has_festival,has_rule,language,is_translated,original_language,review_link
1637,362246548,The Hindu Place to be,Back in time. One of the most ancient paces in the world. Only beware of the monkeys. Entry fee for non-hindus is 1000 Nprs. With the money the site is preserved and one can see construction works going on.,4,positive,2016-04-07,2016,4,2,growth_period,solo,mixed,JojoSix,39,0,True,3,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/d4/8c/95/ancient-templels.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/d4/8c/aa/cremation-ground.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/d4/8c/b3/yogi.jpg,True,False,True,False,False,False,True,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r362246548-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1638,362772887,Expensive to Enter!,"We did a 'temple tour' around Kathmandu and the adjacent cities and this was by far the most expensive to enter. But in saying that, the ticket also gave you entrance to the Crematorium as well. The temple itself isn't too dissimilar to some of the other temples in Kathmandu, but it's well worth checking out. Be warned though, the air is very heavy with smoke from the Crematorium.",4,positive,2016-04-09,2016,4,2,growth_period,couples,likely_tourist,MFC31,69,0,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r362772887-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1639,362786713,Always gripping,This is a very holy place where cremations take place behind or in the temple for Shiva. The ceremony of washing of the body and preparing it for purification by fire is very beautiful and respectful! If you go on a full moon evening you may see priests doing a fire ceremony !,4,positive,2016-04-09,2016,4,2,growth_period,friends,likely_tourist,jacquelinem449,53,2,False,0,,True,True,True,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r362786713-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1640,362988728,Rich in history,This Hindu temple dates back hundreds of years and is a must for the Kathmandu tourist. A sacred cremation site that sits on the bank of the Bagmati River and is a hive of activity any day of the week. There is also the usual markets. Entry costs 1000 rupees per person. Beware of the guide that you pick up along the way without knowing it before it's too late. Be sure to negotiate the total price before the 'tour'. What out for the 'it's a per person' price line at the end. Actually tour might be best booked with a reputable company in Thamel.,5,positive,2016-04-10,2016,4,2,growth_period,friends,likely_tourist,Thomas O,105,0,False,0,,True,True,False,True,True,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r362988728-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1641,363582537,Hindu area,"There you can see where the people goes when they died. You can follow one ceremony and get a internal guide to explain to you. It is much better, but make a deal about price first.",5,positive,2016-04-12,2016,4,2,growth_period,,likely_tourist,Germana Facanha,36,0,False,0,,True,True,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r363582537-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1642,364095729,Informative for Eastern Culture,place to observe ceremonial activities of Hindus. Visitors can observe the dead is being ceremonially cleaned and cremated using wood,4,positive,2016-04-14,2016,4,2,growth_period,couples,likely_tourist,944James,20,0,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r364095729-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1643,364499274,Powerful and fascinating,"My family and I visited this temple late afternoon on a Friday. Entry fee is $10 per person and we did choose to hire a guide- we have done this at many temples here and found it added to our understanding. Learning about Hindu funeral rites was most fascinating. Also seeing the vast amount of monkeys, dogs and goats roaming the place. Non Hindus are not allowed in the pilgrimage temple but that seems right and correct. The body preparation is done right out in the open and this is so different from my home culture. It was spiritual and communal- we were all feeling quite vulnerable and adding to our understanding of life. I am so glad we made this part of our trip.",5,positive,2016-04-15,2016,4,2,growth_period,,likely_tourist,MNSheryl,125,0,True,1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ea/74/49/photo0jpg.jpg,True,True,True,False,True,False,True,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r364499274-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1644,364539187,75% of the country is Hindu so go to the main Hindu temple!,"Seeing as 75% of the country is Hindu it makes sense to go to this beautiful temple. It is very busy every day but generally follow the crowds and you will be ok. The site is free entry so don't expect to pay for anything unless a guide picks you out. I didn't have a guide so wasn't able to learn much about the site. Unfortunately the main temple is strictly for Hindu people only. Go around the back of the main site across the river and you can watch the emotional and religious cremation of the recently deceased. It is a very interesting and touching to watch. From there I recommend going up the steps as there are plenty of photos to be taken. Keep an eye on your possessions as the monkeys (yes, actual monkeys) are very sneaky.",4,positive,2016-04-16,2016,4,2,growth_period,solo,mixed,Nav,140,0,False,0,,True,True,True,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r364539187-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1645,364662632,Jai Bam bholenath,Good who believe in God very beautiful temple You love to the go Pashupatinath temple one off biggest temple in Nepal Tere was write in Wall of entry gate only Hindu comunity will entry in this temple this is only one temple in world there was only Hindu enter this templ Thank you,5,positive,2016-04-16,2016,4,2,growth_period,friends,likely_tourist,jaggusahani,53,0,True,7,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ec/49/58/20160415-122049-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ec/49/59/20160415-133154-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ec/49/5a/20160415-133150-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ec/49/5b/20160415-131834-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ec/49/5c/20160415-132031-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ec/49/5d/20160415-131502-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ec/49/5e/20160415-131458-largejpg.jpg,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r364662632-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1646,364777176,Hindu cremations,"I visited today. The entrance fee is 1000 NPR. It is just a shame that the area is so dirty with rubbish and beggars and filthy children and the drug addicts. Whilst I was there they were carrying out the Hindu ceremonies and cremations. There was a very elaborate and colourful ceremony and across the bridge a simple one. I didn't stay for the actual burning. I have never seen anything like that before, so interesting.",3,neutral,2016-04-17,2016,4,2,growth_period,solo,mixed,LynneOz,76,0,False,0,,True,True,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r364777176-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1647,364782156,Skip the entrance - sneak in,"Very interesting temple to observe the crematoria and funeral ceremonies. Entrance fee is 1000 NPR, that's nonsense so we sneaked in. Follow the crown towards the Hindu temple, stop before the entrance because non-Hindus cannot enter. Hike up the hill to your left, about 100 meters in you will see a fence. Follow the fence to the right, the fence ends in 50m where you will see the river. Cross the fence (no climbing needed) and follow the path down to the river, that will lead you to the crematoria which is exactly where you need to be. Good luck.",5,positive,2016-04-17,2016,4,2,growth_period,solo,mixed,reco86,100,0,False,0,,True,False,False,False,False,False,True,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r364782156-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1648,365281733,I felt Blessed by Lord Shiva !,Our main objective was to visit Pashupatinath Temple. I felt like I was in god shiva's heaven. Our family were blessed by God Shiva.,5,positive,2016-04-18,2016,4,2,growth_period,family,likely_pilgrim,alok s,24,0,False,0,,True,False,False,False,True,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r365281733-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1649,365272073,So interesting and unique!,"My husband and I typically travel without a guide. I'd have to say, we would've made a huge mistake if we didn't have a guide here. I wish I could remember his name, but a very nice university student (there are many ""guides"" around) gave us a fantastic tour. Well worth the stop. We were even able to observe the end of a cremation.",5,positive,2016-04-18,2016,4,2,growth_period,couples,likely_tourist,Briana K,64,0,False,0,,True,True,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r365272073-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1650,365362542,Disappointing,"The temple is beautiful but it is absolutely dirty. There are way too many animals, and garbage piles everywhere. They didn't clean the goat/dog/cow crap inside the temple campus. Extremely disappointed. Its a shame UNESCO has not taken over the temple knowing that Nepal needs money to upkeep the temple. As I walked through the temple buildings (its a huge complex with lots of temple buildings) I could conjure up an image of what it would have looked like years ago (better than any Chinese hollywood movie that showed long corridors and elegant walkways)",2,negative,2016-04-19,2016,4,2,growth_period,,likely_tourist,Agnita,94,1,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r365362542-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
